"Species","n","model","aic","intercept","road","forest","roadforest"
"CCSP",6212,5,25355.6169162023,4.64625136359876,-0.0504265646505773,-0.561755038129823,0.48225027058276
"CEDW",11008,1,52233.3917678621,4.13759052368825,NA,NA,NA
"CEDW",11008,2,51693.0666910757,4.19225463870661,-0.183794008487037,NA,NA
"CEDW",11008,3,50921.7033993724,4.24432065537431,NA,-0.338220560698813,NA
"CEDW",11008,4,50053.8698413503,4.3360547888257,-0.24052282936035,-0.39480965379977,NA
"CEDW",11008,5,50035.2860998939,4.34505750601074,-0.269807254882079,-0.416591586393274,0.111589792163694
"CERW",819,1,2034.43333674918,3.74440140450165,NA,NA,NA
"CERW",819,2,2036.092630472,3.73949735143793,0.0277014927725996,NA,NA
"CERW",819,3,2001.87862918947,4.15771505549451,NA,-0.465072806124083,NA
"CERW",819,4,2003.85776740016,4.15546619142296,0.00676728729432681,-0.46390349441625,NA
"CERW",819,5,2005.81336541432,4.16366429797651,-0.0356957663105363,-0.472855583611515,0.0483811275998059
"CHRA",872,1,1310.29803990323,5.90105160474687,NA,NA,NA
"CHRA",872,2,1309.32921858395,5.88969591254108,0.674288321177955,NA,NA
"CHRA",872,3,1310.71486413785,5.93480889707128,NA,-0.142609544482834,NA
"CHRA",872,4,1309.83222338141,5.92266110496634,0.668688537147323,-0.138779318060051,NA
"CHRA",872,5,1311.26263791915,5.92381341738722,0.523227604437348,-0.144174769551237,14.7072089597395
"CHSP",57417,1,207789.108607914,4.21928353942544,NA,NA,NA
"CHSP",57417,2,207671.073491618,4.22962140288622,-0.0590311615544608,NA,NA
"CHSP",57417,3,206120.717749598,4.30190449761004,NA,-0.188435355931951,NA
"CHSP",57417,4,205805.130512333,4.32607484813067,-0.0977975246144477,-0.203439781564127,NA
"CHSP",57417,5,205737.068443538,4.33358621769368,-0.136955499903847,-0.217896212973924,0.122860427583375
"CHSW",1728,1,5735.32374048754,4.07372985688917,NA,NA,NA
"CHSW",1728,2,5726.37326815704,4.11248796400275,-0.0786607414859013,NA,NA
"CHSW",1728,3,5701.39296683389,4.14417422852235,NA,-0.168476241921198,NA
"CHSW",1728,4,5658.14419952566,4.27733322892487,-0.181182013979165,-0.271069789936031,NA
"CHSW",1728,5,5660.0538370418,4.28183508196217,-0.188981488512841,-0.277973085064152,0.0205665741365653
"CHUK",660,1,1341.7232027535,5.56346914931691,NA,NA,NA
"CHUK",660,2,1343.43795059854,5.56869789809755,-0.100270088731419,NA,NA
"CHUK",660,3,1343.53667454728,5.58029156618687,NA,-0.041193130666545,NA
"CHUK",660,4,1345.23551395203,5.58608204397812,-0.102997466438068,-0.042859440340279,NA
"CHUK",660,5,1342.35212589361,5.60478825371608,-0.340415350879889,-0.0865354196524942,1.37022451141908
"CLNU",6221,1,24623.4889353434,5.03778534436425,NA,NA,NA
"CLNU",6221,2,24621.6969082796,5.03344295380798,0.0702204447821351,NA,NA
"CLNU",6221,3,24620.110630246,5.05525908977873,NA,-0.0452612185864281,NA
"CLNU",6221,4,24618.0264461176,5.05132083388157,0.0729498909025133,-0.0464508206622652,NA
"CLNU",6221,5,24607.8631403006,5.05734936464872,-0.0538970822131502,-0.0616408381430447,0.318188275124844
"CLSW",8280,1,156291.846527417,4.67595778474127,NA,NA,NA
"CLSW",8280,2,150653.775793673,4.79941701183409,-0.490727154454245,NA,NA
"CLSW",8280,3,156292.684110099,4.67462459397139,NA,0.0107578437944635,NA
"CLSW",8280,4,150599.904830915,4.8103735559611,-0.497425248760748,-0.0769297954033413,NA
"CLSW",8280,5,150555.782994156,4.81447176634198,-0.51174628242257,-0.104498020956681,0.204892726130083
"CMWA",1893,1,2325.54986318769,3.70618425867001,NA,NA,NA
"CMWA",1893,2,2294.46641498761,3.6833882026935,0.292322131350676,NA,NA
"CMWA",1893,3,2139.2090623963,3.98703647486216,NA,-0.436628470139709,NA
"CMWA",1893,4,2126.56855495449,3.95508710129463,0.202019987971824,-0.414130784585821,NA
"CMWA",1893,5,2120.23749533451,3.96824799541439,-0.0298817921361737,-0.432585032071918,0.520361802194185
"COFL",2261,1,11503.9538550079,4.22516259238665,NA,NA,NA
"COFL",2261,2,11504.2049444628,4.22840468734805,-0.0615489766177623,NA,NA
"COFL",2261,3,11504.3847733622,4.23707262067142,NA,-0.029315198270892,NA
"COFL",2261,4,11504.6082429827,4.24037462897353,-0.0623924776156976,-0.0295413935304871,NA
"COFL",2261,5,11506.0289821018,4.24205779045457,-0.092934556756591,-0.0336377374160565,0.079720697907467
"COGR",17283,1,67554.2605547387,4.25723678040068,NA,NA,NA
"COGR",17283,2,66161.7176463693,4.37948953407477,-0.206618007341422,NA,NA
"COGR",17283,3,67533.3509211966,4.26296057771907,NA,-0.0457763084129797,NA
"COGR",17283,4,65939.220396047,4.41324763415533,-0.230530570088951,-0.155637098951731,NA
"COGR",17283,5,65817.7896558581,4.39817588513727,-0.20282348353546,-0.0896011339152041,-0.266755435938173
"COHA",524,1,1879.42712536774,4.47875009391911,NA,NA,NA
"COHA",524,2,1869.78035726791,4.51656652307344,-0.258132321064304,NA,NA
"COHA",524,3,1860.91709178723,4.58774551198299,NA,-0.283471721666565,NA
"COHA",524,4,1850.16394734991,4.63165146795486,-0.270667553142018,-0.292991569251453,NA
"COHA",524,5,1850.8049249956,4.61819292090383,-0.186080443494874,-0.262906067075626,-0.199869335478433
"CONI",4207,1,13942.1187950656,5.00763743590046,NA,NA,NA
"CONI",4207,2,13937.1770872971,5.01703197660603,-0.103860377252907,NA,NA
"CONI",4207,3,13908.9595199373,5.06380804851027,NA,-0.156443651207566,NA
"CONI",4207,4,13904.4235729607,5.07268707519716,-0.100685097058099,-0.155447520850207,NA
"CONI",4207,5,13905.7161983705,5.07004633369379,-0.067311638260952,-0.149087275938455,-0.0791820630842969
"CONW",4710,1,9518.87571356603,4.14055634661472,NA,NA,NA
"CONW",4710,2,9503.87981120302,4.1369217888533,0.280199930931009,NA,NA
"CONW",4710,3,8786.69773283812,4.77421905808536,NA,-0.725449475387719,NA
"CONW",4710,4,8781.29450882965,4.79827376151848,-0.224980057851913,-0.749364114203349,NA
"CONW",4710,5,8778.64026783068,4.80640992811385,-0.363382914296076,-0.757940937603268,0.619259856173185
"COPO",150,1,310.112831869622,5.3952809520662,NA,NA,NA
"COPO",150,2,311.139199655444,5.42220327994746,-0.282668504664165,NA,NA
"COPO",150,3,312.096351021262,5.40531865847072,NA,-0.0257748627995889,NA
"COPO",150,4,313.115601510929,5.4340848747167,-0.28339022091727,-0.0306443333576923,NA
"COPO",150,5,312.769171945974,5.39103544238951,0.188112060456359,0.084084383111446,-0.947315110367376
"CORA",30398,1,58725.4965218734,5.34245002649785,NA,NA,NA
"CORA",30398,2,58116.6451599673,5.39215349510454,-0.3984066164606,NA,NA
"CORA",30398,3,57120.8215905793,5.5585556342535,NA,-0.501404128851504,NA
"CORA",30398,4,56510.6424924863,5.61033671534482,-0.400417881048058,-0.506279862296666,NA
"CORA",30398,5,56482.5816822833,5.62514777438383,-0.499483471063401,-0.533495233183368,0.203393642539997
"CORE",138,1,212.152652446534,3.66744112812222,NA,NA,NA
"CORE",138,2,214.134992748174,3.66773753728864,-0.462594279245816,NA,NA
"CORE",138,3,208.848521067261,3.85254007810437,NA,-0.264133046651893,NA
"CORE",138,4,210.763771043055,3.85512389866116,-0.645130432782894,-0.26674799995617,NA
"CORE",138,5,212.763771954419,3.85507950817143,-0.601697306635899,-0.266733128390109,-0.39947521808602
"COYE",40816,1,147692.665033142,4.35118430510018,NA,NA,NA
"COYE",40816,2,147647.171359151,4.36153772929649,-0.0381027264762057,NA,NA
"COYE",40816,3,144136.695933575,4.43750510664606,NA,-0.404684420675474,NA
"COYE",40816,4,144046.844762365,4.45348437676773,-0.0539533840786846,-0.409510045686973,NA
"COYE",40816,5,144048.846734404,4.45331462633821,-0.0537979630893513,-0.409414573599802,-0.000822924911475797
"CRTH",135,1,593.647571811305,4.7966245758289,NA,NA,NA
"CRTH",135,2,594.579601228529,4.78609922647443,0.330706928778095,NA,NA
"CRTH",135,3,595.40505512644,4.77649926498795,NA,0.0591271639857213,NA
"CRTH",135,4,596.4282178592,4.7704742544275,0.319456088830078,0.0468063354896374,NA
"CRTH",135,5,598.31551068175,4.76861396091532,0.519189964447778,0.052156228818218,-0.325815190199868
"CSWA",18820,1,54360.0404833087,4.3649213050055,NA,NA,NA
"CSWA",18820,2,52449.2615007341,4.45962148805135,-0.385129000462275,NA,NA
"CSWA",18820,3,43036.9756300097,4.76447234050736,NA,-1.02349027825501,NA
"CSWA",18820,4,42608.0041968254,4.80521694558351,-0.19091656291713,-0.991778932295129,NA
"CSWA",18820,5,42122.3775713482,4.85955018278077,-0.511211504202607,-1.10053054520512,0.564573894675092
"CWWI",445,1,873.422678677244,4.62035878343942,NA,NA,NA
"CWWI",445,2,866.153442352094,4.69016792186234,-0.268303708792464,NA,NA
"CWWI",445,3,874.382151499563,4.67844803242973,NA,-0.102080058332162,NA
"CWWI",445,4,866.917614395387,4.75620566059,-0.270875111502271,-0.114518849142019,NA
"CWWI",445,5,868.824607992997,4.76593744677776,-0.315826424404398,-0.130498159593844,0.0789768966420894
"DEJU",64740,1,279187.177219038,4.09357119633788,NA,NA,NA
"DEJU",64740,2,278310.95678768,4.11466296013392,-0.151938821105309,NA,NA
"DEJU",64740,3,278742.620475013,4.14054990179168,NA,-0.0872045927917217,NA
