"Species","n","model","aic","intercept","road","forest","roadforest"
"BAWW",25224,2,56853.4442713763,3.84261227071472,0.050520329816097,NA,NA
"BAWW",25224,3,52901.6093573101,4.231701083444,NA,-0.57179383647905,NA
"BAWW",25224,4,52903.3005173706,4.23003569102993,0.00517387567268051,-0.570840037500364,NA
"BAWW",25224,5,52905.1501888555,4.22883033563242,0.0121657623861696,-0.569307194730704,-0.0106637757255953
"BBCU",1423,1,2644.95934722322,4.82156549984804,NA,NA,NA
"BBCU",1423,2,2549.31576047833,4.98495596704109,-0.39413963243118,NA,NA
"BBCU",1423,3,2045.03830684944,5.20270339930288,NA,-1.21647149262717,NA
"BBCU",1423,4,1961.15059877588,5.39079740398084,-0.391834883779141,-1.25918141945745,NA
"BBCU",1423,5,1927.86894795723,5.55083699980955,-0.709222074540933,-1.51630665630188,0.645560951590647
"BBMA",5928,1,17228.1230833849,5.31690307277253,NA,NA,NA
"BBMA",5928,2,17227.43071517,5.32230438369194,-0.0617438700725649,NA,NA
"BBMA",5928,3,17209.4724731503,5.27908793019619,NA,0.114935612406427,NA
"BBMA",5928,4,17209.4733244489,5.2841629647635,-0.0533856997932587,0.113197420198899,NA
"BBMA",5928,5,17211.2161725575,5.28545675236344,-0.06525189439579,0.109371872297134,0.0496198864664257
"BBWA",4297,1,3757.90713607219,3.62087948755893,NA,NA,NA
"BBWA",4297,2,3759.67724985254,3.62049594558165,0.0527353900746985,NA,NA
"BBWA",4297,3,3755.59415555468,3.68830003489796,NA,-0.075128444668359,NA
"BBWA",4297,4,3757.5486971079,3.68713256270054,0.023924405705344,-0.0740512812329793,NA
"BBWA",4297,5,3757.7241724119,3.68381567833959,0.351238861365351,-0.0704013204322272,-0.653721762778352
"BBWO",884,1,1748.45892903834,4.15690134433476,NA,NA,NA
"BBWO",884,2,1745.33136417494,4.1452361393326,0.198914469950505,NA,NA
"BBWO",884,3,1739.34901098313,4.24014614723326,NA,-0.157961789683237,NA
"BBWO",884,4,1735.68898199137,4.22966044997346,0.207903325323519,-0.161415001845515,NA
"BBWO",884,5,1735.84354357021,4.23672082976648,0.0212462955403666,-0.174323713541131,0.334004214737191
"BCCH",23427,1,68372.7569373382,4.25616261219096,NA,NA,NA
"BCCH",23427,2,68025.0376767583,4.29007521586606,-0.145773755673811,NA,NA
"BCCH",23427,3,64200.4255978243,4.47245698615941,NA,-0.504806605546255,NA
"BCCH",23427,4,63667.0015917015,4.52778188799283,-0.187346830609286,-0.527485299716814,NA
"BCCH",23427,5,63530.1781713596,4.54923320308628,-0.297069466898007,-0.567345011641114,0.26923300136655
"BCHU",887,1,3070.33488291628,3.62599791735622,NA,NA,NA
"BCHU",887,2,3038.72346979816,3.58913789289617,0.306821245631666,NA,NA
"BCHU",887,3,3046.64396588802,3.67157567109143,NA,-0.227141666746986,NA
"BCHU",887,4,3020.92866564999,3.6324839838522,0.282075784274516,-0.199782395100332,NA
"BCHU",887,5,2996.23198539587,3.61854978269761,0.427089146382227,-0.140503519641952,-0.816417199712346
"BCRF",107,1,792.162551346258,4.50032086174946,NA,NA,NA
"BCRF",107,2,792.222456553902,4.49093196013686,0.42810541886997,NA,NA
"BCRF",107,3,791.268983277295,4.57139820397328,NA,-0.154852740107991,NA
"BCRF",107,4,791.881643966637,4.55643818211946,0.372643099586761,-0.139898882881806,NA
"BCRF",107,5,792.299167329712,4.55280060699425,0.653197794372994,-0.132400651021796,-1.59017269198264
"BCSP",392,1,2329.23225650992,4.54356878880289,NA,NA,NA
"BCSP",392,2,2330.08059776627,4.53649197941121,0.109764616613996,NA,NA
"BCSP",392,3,2328.02027984803,4.49933391729097,NA,0.0981479043582433,NA
"BCSP",392,4,2329.1801832319,4.49533593632649,0.095144618887845,0.0935909314937123,NA
"BCSP",392,5,2330.77080111641,4.49825006895549,-0.0083307038487504,0.0866909010379726,0.182205771577872
"BCTI",177,1,843.968708635051,4.71284172733354,NA,NA,NA
"BCTI",177,2,843.010066604636,4.74030815427991,-0.219701466978938,NA,NA
"BCTI",177,3,845.712916779569,4.70127891276923,NA,0.0571176533732585,NA
"BCTI",177,4,844.737919257045,4.72860940355599,-0.220964647971714,0.0592120021754478,NA
"BCTI",177,5,845.821212474611,4.73682359102091,-0.279862512541638,0.0171826001110439,0.347402844235514
"BEKI",2330,1,4412.18785846483,4.33402734472792,NA,NA,NA
"BEKI",2330,2,4387.04773832345,4.37553762835159,-0.163361404526088,NA,NA
"BEKI",2330,3,4356.41984012561,4.4135136466379,NA,-0.289798518199361,NA
"BEKI",2330,4,4334.27559129894,4.45212628985114,-0.154819689937228,-0.286187289121274,NA
"BEKI",2330,5,4330.50460850321,4.46607883403033,-0.22382293590581,-0.331744523493202,0.227248977340405
"BEVI",492,1,2390.74149892527,4.63165090610842,NA,NA,NA
"BEVI",492,2,2392.3317169782,4.6280819667946,0.0776944264830341,NA,NA
"BEVI",492,3,2390.40052539047,4.60861475526515,NA,0.10358607945887,NA
"BEVI",492,4,2391.85036923062,4.60368603194778,0.0900889841747365,0.10699008445577,NA
"BEVI",492,5,2393.16297666199,4.60171489746067,0.133627231442899,0.11645218859537,-0.326681386214909
"BEWR",15201,1,55675.4355994777,4.29338728650138,NA,NA,NA
"BEWR",15201,2,55667.743015577,4.29785783785731,-0.0422067536225935,NA,NA
"BEWR",15201,3,55621.9070130483,4.27423019509741,NA,0.0892760358377972,NA
"BEWR",15201,4,55613.7385394968,4.27856346824872,-0.0430471044346306,0.0897384328772728,NA
"BEWR",15201,5,55615.6745996878,4.27886882602738,-0.045707380776769,0.0885459213771979,0.0105309642266511
"BGGN",23899,1,72957.6551823309,3.63023423819369,NA,NA,NA
"BGGN",23899,2,72890.8971817744,3.64259951653564,-0.0652332904427358,NA,NA
"BGGN",23899,3,71902.0966321622,3.77200842672911,NA,-0.245147420439099,NA
"BGGN",23899,4,71830.1521010384,3.78605005811916,-0.0675549650447747,-0.246776923278805,NA
"BGGN",23899,5,71831.9211066797,3.78680101125306,-0.0751489667993542,-0.248115176186938,0.0114837344099102
"BHCO",52607,1,240017.288612924,4.33742991216716,NA,NA,NA
"BHCO",52607,2,237569.172169534,4.39005862445823,-0.243808070522218,NA,NA
"BHCO",52607,3,239853.472869581,4.35533147061472,NA,-0.0662381139165404,NA
"BHCO",52607,4,237218.787088602,4.41937773543613,-0.254946575086589,-0.0986198092988333,NA
"BHCO",52607,5,237218.25890015,4.41834784006977,-0.250152654854789,-0.0950795303454377,-0.0228660026804572
"BHGR",33017,1,87421.3125342976,4.37011497410802,NA,NA,NA
"BHGR",33017,2,87028.3769383197,4.40326334118928,-0.159119030168635,NA,NA
"BHGR",33017,3,87360.5482685681,4.34528572218356,NA,0.0636261733984477,NA
"BHGR",33017,4,86944.8752684368,4.37486608875833,-0.164354315010768,0.0755557557984194,NA
"BHGR",33017,5,86936.8322806045,4.37060684773114,-0.133636256785481,0.0871686056815034,-0.0711565321917702
"BHNU",2949,1,9593.33781489535,3.66516834475359,NA,NA,NA
"BHNU",2949,2,9588.70094117583,3.67415857362332,-0.0629886785255895,NA,NA
"BHNU",2949,3,9579.50271755095,3.74402811167389,NA,-0.103590104694072,NA
"BHNU",2949,4,9571.55872410048,3.76380104676788,-0.0777375179731145,-0.115214979618231,NA
"BHNU",2949,5,9560.42209991786,3.73172658186615,0.11161920474076,-0.0743303992985368,-0.272488729301577
"BHVI",12630,1,30776.714810471,3.98681720114989,NA,NA,NA
"BHVI",12630,2,30657.2224846853,4.00385809398726,-0.179860722641262,NA,NA
"BHVI",12630,3,28653.3610251392,4.50358889020047,NA,-0.661873983439558,NA
"BHVI",12630,4,28512.5462874648,4.53180524365066,-0.193016191903882,-0.67237923313294,NA
"BHVI",12630,5,28485.6261733465,4.5554786281372,-0.438562305090739,-0.700012404338054,0.308762695676088
"BLBW",7953,1,15866.9419072919,3.95763347156577,NA,NA,NA
"BLBW",7953,2,15859.2480427235,3.94973842931539,0.0602984179594032,NA,NA
"BLBW",7953,3,14197.6710180918,4.25012496479571,NA,-0.626362801943531,NA
"BLBW",7953,4,14158.1741012014,4.23292960600677,0.128797941360076,-0.629599878376212,NA
"BLBW",7953,5,14149.3845571797,4.23961044974291,0.00352438768351554,-0.642055984264587,0.217469825300505
"BLGR",4791,1,15197.3076792541,4.55538128438658,NA,NA,NA
"BLGR",4791,2,15009.8720251731,4.60748276392362,-0.352335903678063,NA,NA
"BLGR",4791,3,15148.8414121485,4.61371427766782,NA,-0.153167597474283,NA
"BLGR",4791,4,14958.9466974437,4.66863670369851,-0.354623553666178,-0.159258726763445,NA
"BLGR",4791,5,14957.5342113245,4.67523444703096,-0.398150207874357,-0.175274486788584,0.114270029182559
"BLJA",49696,1,121311.311261539,4.61168620235635,NA,NA,NA
"BLJA",49696,2,118924.09815703,4.70386413808572,-0.321057707126086,NA,NA
"BLJA",49696,3,108553.795915268,4.99149388232634,NA,-0.790934903860806,NA
"BLJA",49696,4,105839.588372614,5.11796628978695,-0.34734444079576,-0.832596160875071,NA
"BLJA",49696,5,103814.786177446,5.27387041034934,-0.78193645827511,-1.05455435732512,0.785454278608412
"BLPH",2517,1,7106.0853715772,4.12575916817832,NA,NA,NA
"BLPH",2517,2,7108.06406299976,4.12643369938435,-0.00474440837372061,NA,NA
"BLPH",2517,3,7106.04946344569,4.13358248005954,NA,-0.0764280089557969,NA
"BLPH",2517,4,7108.04136531703,4.13380251146365,-0.00276324449476915,-0.0761920264536356,NA
"BLPH",2517,5,7108.60342703354,4.1361685447499,-0.0263626718494514,-0.099396850426955,0.200337708629547
"BLPW",1030,1,1073.60143360923,3.56440030831818,NA,NA,NA
"BLPW",1030,2,1075.1052023433,3.56662576619501,-0.0818544006719855,NA,NA
"BLPW",1030,3,1054.75300071216,3.75254070086397,NA,-0.249122069329322,NA
"BLPW",1030,4,1055.44977448004,3.76085638106391,-0.135226157398713,-0.255329399006537,NA
"BLPW",1030,5,1057.28916414455,3.75847874168649,-0.0399191946360851,-0.252328793255807,-0.167212499566047
"BLVU",430,1,1092.51642690691,4.6414463346874,NA,NA,NA
"BLVU",430,2,1094.50767507166,4.63598140621347,0.00723004889143908,NA,NA
"BLVU",430,3,1086.69821178565,4.72322947449764,NA,-0.270553397685563,NA
"BLVU",430,4,1088.49810955493,4.752435081015,-0.0349652594459102,-0.280324684684581,NA
"BLVU",430,5,1088.08059677314,4.84078391383763,-0.160187464650193,-0.455715791237389,0.308568322074636
"BOBO",7025,1,25990.2047039368,4.46650209572611,NA,NA,NA
"BOBO",7025,2,25243.4103552329,4.60491353786999,-0.273571395657339,NA,NA
"BOBO",7025,3,25891.2466215005,4.4445721118331,NA,0.174052856986514,NA
"BOBO",7025,4,25238.1137592311,4.59433288239867,-0.265435117828472,0.0508997691302284,NA
"BOBO",7025,5,25233.6499006757,4.589932378236,-0.25617376882031,0.0735955619849594,-0.12332945133073
"BOCH",2073,1,3193.15274937824,3.73154086443518,NA,NA,NA
"BOCH",2073,2,3188.77574315075,3.72695705450752,0.214879669963489,NA,NA
"BOCH",2073,3,3180.94843166341,3.83058902002508,NA,-0.126363436007464,NA
"BOCH",2073,4,3179.95046595341,3.81682107481323,0.155047773336638,-0.113039527814362,NA
"BOCH",2073,5,3181.87773171291,3.81575314104818,0.173516467357637,-0.111675776679086,-0.0689160164013371
"BOSP",181,1,1283.32592559807,4.29025998772403,NA,NA,NA
"BOSP",181,2,1275.42056062169,4.30229734416954,-0.691782572131099,NA,NA
"BOSP",181,3,1284.52349566464,4.26936687965902,NA,0.0678324679358667,NA
"BOSP",181,4,1276.40155675694,4.27900713945435,-0.701727703607432,0.0762604878586615,NA
"BOSP",181,5,1276.86338765664,4.27289246785812,-0.466840207868912,0.0970358644552923,-0.459874716673881
"BRBL",7796,1,58729.5976359586,4.37465201808612,NA,NA,NA
"BRBL",7796,2,58336.8542597621,4.40926460355786,-0.225200249779871,NA,NA
"BRBL",7796,3,58694.6165762688,4.3603590505033,NA,0.0720078007331445,NA
"BRBL",7796,4,58320.921616066,4.39854260753185,-0.221024391600032,0.0509234542095477,NA
"BRBL",7796,5,58284.0752915535,4.40375589429452,-0.250363661301379,0.0259208645052328,0.266329563079459
"BRCR",17044,1,37072.5169208465,3.83775685875066,NA,NA,NA
"BRCR",17044,2,37060.2562190437,3.83177759153196,0.0495421900774413,NA,NA
"BRCR",17044,3,36898.8985965236,3.9351050737402,NA,-0.141673463555865,NA
"BRCR",17044,4,36891.3142531953,3.92901052353365,0.0405858241403576,-0.13991708829432,NA
"BRCR",17044,5,36892.4148546916,3.93103320063024,0.014825528179864,-0.142715172030497,0.0398689157123411
"BRSP",19098,1,153638.840329307,4.48116506911537,NA,NA,NA
"BRSP",19098,2,153640.790135321,4.48094188543176,0.00300993224261929,NA,NA
"BRSP",19098,3,153628.309209067,4.47369404064414,NA,0.0231789608384187,NA
"BRSP",19098,4,153630.177026147,4.47325236189765,0.00445018885413553,0.0235172477340513,NA
"BRSP",19098,5,153631.251082629,4.4728929352368,0.0125269475145004,0.0247044859953973,-0.0302000238823723
"BRTH",5839,1,15363.6887786266,4.49106745495819,NA,NA,NA
"BRTH",5839,2,15031.0015770847,4.61382504156352,-0.319093539601784,NA,NA
"BRTH",5839,3,14722.6346148056,4.66182686477262,NA,-0.52115854810275,NA
"BRTH",5839,4,14243.745023572,4.84410565051857,-0.390298187004688,-0.606938910994933,NA
"BRTH",5839,5,14196.2598069555,4.89847161491404,-0.509008979834926,-0.711903279794722,0.320043319052885
"BTBW",9654,1,17067.0926313964,3.81441992237043,NA,NA,NA
"BTBW",9654,2,17056.4123028099,3.82127744154275,-0.0684561665277568,NA,NA
"BTBW",9654,3,16786.7356813021,4.17169520112054,NA,-0.403911852296882,NA
"BTBW",9654,4,16762.8997140196,4.19619895242612,-0.0949839500966908,-0.41974247914891,NA
"BTBW",9654,5,16740.8692785392,4.23720500985348,-0.453835000941982,-0.464743952396783,0.428040303308884
"BTGN",277,1,1336.54607608847,3.84768946828251,NA,NA,NA
"BTGN",277,2,1338.52879421607,3.84688491746652,0.0183398885599536,NA,NA
"BTGN",277,3,1338.38416544735,3.84143742803941,NA,0.0298205033088825,NA
"BTGN",277,4,1340.37564268744,3.84109671713562,0.0130542174613049,0.0288385080616977,NA
"BTGN",277,5,1342.17262080085,3.84245968766958,-0.0504420324336226,0.0223193565423221,0.177870710030866
"BTGR",115,1,550.297773291978,3.92878467247872,NA,NA,NA
"BTGR",115,2,535.428383540197,4.25984386712038,-0.385260493935831,NA,NA
"BTGR",115,3,548.636690356908,3.90803237366028,NA,0.275930525036652,NA
"BTGR",115,4,535.056921686744,4.43038271057756,-0.5525042593262,-0.35137301920707,NA
"BTGR",115,5,536.996184198564,4.40892168764077,-0.530142667753513,-0.310754120261229,-0.114329618799727
"BTHU",5127,1,24029.6815317984,3.73007584402157,NA,NA,NA
"BTHU",5127,2,24031.6763985875,3.73016440705975,-0.00245830854869883,NA,NA
"BTHU",5127,3,24028.2989882979,3.7413387741333,NA,-0.0271850440371778,NA
"BTHU",5127,4,24030.2968403501,3.74148878478698,-0.00136100648106558,-0.0271268437888502,NA
"BTHU",5127,5,24024.1647216538,3.74559710373824,-0.0793638946657928,-0.0370684542692109,0.188848177733026
"BTNW",28195,1,71322.6238071034,4.16206784128837,NA,NA,NA
"BTNW",28195,2,71209.8147794542,4.17270913499406,-0.118196334081632,NA,NA
"BTNW",28195,3,61555.2685990708,4.78660851157622,NA,-0.86140054657827,NA
"BTNW",28195,4,61418.9577397437,4.80771161005106,-0.128329552317679,-0.871192881112947,NA
"BTNW",28195,5,61288.6169840835,4.83530561137551,-0.482236759070973,-0.903685560372655,0.47437752313107
"BTPI",2518,1,9081.58270092121,4.68736466807754,NA,NA,NA
"BTPI",2518,2,9027.57516979216,4.72387222279551,-0.253367253501057,NA,NA
"BTPI",2518,3,9077.02128212197,4.73014444852569,NA,-0.08212358573608,NA
"BTPI",2518,4,9022.4610777982,4.76922147421873,-0.254520999610833,-0.0866291259628076,NA
"BTPI",2518,5,9023.41533124806,4.76302883371337,-0.197239918619168,-0.0751378447000852,-0.10893517306603
"BTSP",4903,1,35837.7287307283,4.53892945550002,NA,NA,NA
"BTSP",4903,2,35839.3082117779,4.53785452216055,0.0167970773597753,NA,NA
"BTSP",4903,3,35836.8825213302,4.5460934617708,NA,-0.0236405663853729,NA
"BTSP",4903,4,35838.358233914,4.54516447564522,0.0184350830218235,-0.0240792119151991,NA
"BTSP",4903,5,35839.7708168788,4.54595401011056,0.00200339061550482,-0.0270757084691082,0.0452348273657019
"BTYW",11068,1,39192.4642606797,4.20085249335691,NA,NA,NA
"BTYW",11068,2,39122.7939024936,4.2199625433432,-0.106485166693278,NA,NA
"BTYW",11068,3,39153.0510135207,4.24131555723972,NA,-0.0749888783728078,NA
"BTYW",11068,4,39083.2632414111,4.26076788165907,-0.106737953637743,-0.0756949068093511,NA
"BTYW",11068,5,39078.0252235052,4.26712588251968,-0.159003408261964,-0.0871694964224294,0.0975798447593225
"BUOR",6919,1,24139.7209080339,4.27793685263472,NA,NA,NA
"BUOR",6919,2,24117.8102892491,4.28871100637551,-0.0996516215723266,NA,NA
"BUOR",6919,3,24007.1758661465,4.23974440851598,NA,0.237836100703556,NA
"BUOR",6919,4,23984.6928142484,4.25036410870333,-0.100469661615629,0.239169804188232,NA
"BUOR",6919,5,23969.8473149781,4.24635840565722,-0.0541048029459761,0.268684255386995,-0.286082403408704
"BUOW",308,1,703.423432586721,5.48479005772618,NA,NA,NA
"BUOW",308,2,705.416192941758,5.48358198326018,0.0198443935648642,NA,NA
"BUOW",308,3,705.313007760366,5.47252439757227,NA,0.0447712008672259,NA
"BUOW",308,4,707.303403643992,5.47100770198739,0.0226021366806687,0.044906283550977,NA
"BUOW",308,5,707.083351235845,5.4577411382964,0.279498809389276,0.0955048235828575,-0.800655461666965
"BUSH",5285,1,23868.1252290712,3.53482902662627,NA,NA,NA
"BUSH",5285,2,23826.7298848032,3.54813971466363,-0.098254329120637,NA,NA
"BUSH",5285,3,23862.7180504518,3.54358122757351,NA,-0.0426360863877073,NA
"BUSH",5285,4,23824.1408294132,3.55473521566424,-0.0953225688510695,-0.0339531442012636,NA
"BUSH",5285,5,23814.5478280232,3.55055724711611,-0.0528866217241495,-0.0125615436157365,-0.157711130385392
"BWHA",960,1,2151.68888927658,4.31124421511408,NA,NA,NA
"BWHA",960,2,2153.62117977969,4.30808005454563,0.0150119403479664,NA,NA
"BWHA",960,3,2153.49773550622,4.33631380486957,NA,-0.0319838335128452,NA
"BWHA",960,4,2155.49536755325,4.33442322949537,0.00323669249637513,-0.0303665887716457,NA
"BWHA",960,5,2155.30149567819,4.26015652589139,0.167181755756337,0.0557009353811169,-0.266120599001313
"BWWA",1299,1,3236.87376330494,3.83002438516563,NA,NA,NA
"BWWA",1299,2,3233.18397645826,3.81263798631427,0.0923666253606029,NA,NA
"BWWA",1299,3,3044.94961480027,4.29663157905985,NA,-0.624942234780714,NA
"BWWA",1299,4,3046.65109857039,4.28877744349943,0.0213654404124363,-0.6202869720953,NA
"BWWA",1299,5,3047.65126556771,4.3084580999048,-0.0713274116856841,-0.643859495805704,0.129953772027352
"CACH",19751,1,58973.4176185046,3.71394958946418,NA,NA,NA
"CACH",19751,2,58975.4004544187,3.71380057592276,0.00100510409104544,NA,NA
"CACH",19751,3,58900.5138862511,3.77706439725395,NA,-0.0851893993635955,NA
"CACH",19751,4,58898.8502830123,3.78418772721217,-0.0159160568878257,-0.0900098034676576,NA
"CACH",19751,5,58896.9415774862,3.77554781505492,0.0145746523923556,-0.0790330969274386,-0.0469096826771549
"CACW",1366,1,8855.95714252968,4.60799149055,NA,NA,NA
"CACW",1366,2,8845.70121010102,4.60022658325096,0.273109574994482,NA,NA
"CACW",1366,3,8815.08142003885,4.5647754442091,NA,0.229128641796554,NA
"CACW",1366,4,8806.13990565971,4.55803513520759,0.260040882051639,0.225409824139338,NA
"CACW",1366,5,8806.94977359704,4.5570816478174,0.319338086719027,0.231875064613,-0.24251771293263
"CAFI",5438,1,22465.5925758411,4.42657348776029,NA,NA,NA
"CAFI",5438,2,22460.6952866099,4.4326326909095,-0.0672386338000833,NA,NA
"CAFI",5438,3,22447.7950073117,4.39072484494657,NA,0.074501675445312,NA
"CAFI",5438,4,22441.8025520098,4.39638971468872,-0.0729083236132441,0.0766192401645924,NA
"CAFI",5438,5,22441.8086925976,4.39324370432906,-0.0249018880210405,0.0828481487440367,-0.0878658291114033
"CAHU",449,1,1486.548575294,3.48613841368865,NA,NA,NA
"CAHU",449,2,1478.06719314336,3.51929673290038,-0.224186545651803,NA,NA
"CAHU",449,3,1481.73029930798,3.38754550969773,NA,0.160637340608944,NA
"CAHU",449,4,1476.10607644195,3.43744696230398,-0.193537037968639,0.12638774990271,NA
"CAHU",449,5,1473.76840229909,3.40304772762577,-0.0280716740166038,0.181188729904602,-0.365741964427322
"CAJA",8545,1,28496.0269831559,4.17495254328769,NA,NA,NA
"CAJA",8545,2,28481.4295993715,4.17055575541152,0.112553049018404,NA,NA
"CAJA",8545,3,27982.899946697,4.34442833257759,NA,-0.276432039643539,NA
"CAJA",8545,4,27982.5408003462,4.34129004766866,0.044015921943005,-0.274187773584,NA
"CAJA",8545,5,27982.4034378799,4.33905063606309,0.0892426589311592,-0.270955239311779,-0.104913175565694
"CAKI",793,1,4039.32562894607,4.94255591016639,NA,NA,NA
"CAKI",793,2,4040.74460241155,4.93931178975115,0.084229061912126,NA,NA
"CAKI",793,3,4041.23705906192,4.94804172206603,NA,-0.0140949151431428,NA
"CAKI",793,4,4042.68361166435,4.9437762587242,0.0822676479167618,-0.011689592575692,NA
"CAKI",793,5,4044.60639298274,4.94303910142417,0.103668878426109,-0.00970481347140078,-0.0885445139474356
"CALT",4752,1,14170.1484046401,4.21269352037222,NA,NA,NA
"CALT",4752,2,14169.0492399374,4.20639473421811,0.0398612179850373,NA,NA
"CALT",4752,3,14096.8356818672,4.25239426928271,NA,-0.285070459211997,NA
"CALT",4752,4,14094.8570667529,4.24562736525444,0.0451230019175036,-0.286258537209722,NA
"CALT",4752,5,14094.5385528102,4.24266372626851,0.070111099332598,-0.267981226167243,-0.143951644112443
"CANT",444,1,2561.26637126418,4.39106345765274,NA,NA,NA
"CANT",444,2,2563.24005535182,4.39040896633652,0.0230940042794234,NA,NA
"CANT",444,3,2562.17246821747,4.37610610820142,NA,0.059954690845305,NA
"CANT",444,4,2564.14894770058,4.37533875781468,0.0211655434235808,0.0600072525288005,NA
"CANT",444,5,2564.13147967419,4.37215751986667,0.181109966075977,0.0740639377759243,-0.482643173279617
"CANW",926,1,2059.24195076341,5.24778106554395,NA,NA,NA
"CANW",926,2,2058.73655645356,5.26203404144069,-0.178327059228273,NA,NA
"CANW",926,3,2060.59256190374,5.22714031627121,NA,0.0602069348012996,NA
"CANW",926,4,2060.19002970618,5.24294461779969,-0.174412783130945,0.0547171902927723,NA
"CANW",926,5,2059.27777454662,5.22892956559487,-0.0312413995315333,0.0967048884602094,-0.421571063958316
"CAQU",8654,1,26924.1897848234,4.54181002541702,NA,NA,NA
"CAQU",8654,2,26920.5474542549,4.54793862223151,-0.0428558918237712,NA,NA
"CAQU",8654,3,26918.2666566351,4.5505694257188,NA,-0.0695516102525073,NA
"CAQU",8654,4,26915.180840366,4.55617293022033,-0.0410427453640115,-0.06717335827379,NA
"CAQU",8654,5,26903.4659327285,4.55151256042533,0.00148421155868731,-0.0299194383530472,-0.256200580693713
"CARW",36642,1,96791.7916781303,4.23212235464063,NA,NA,NA
"CARW",36642,2,96760.9846834353,4.24191908280477,-0.044289017203575,NA,NA
"CARW",36642,3,96783.0626978237,4.25105550070252,NA,-0.0279726740460854,NA
"CARW",36642,4,96741.1656140634,4.27131856646806,-0.0523758305093951,-0.0407384108910578,NA
"CARW",36642,5,96700.6298369123,4.24955465818049,0.0275336298745872,-0.0106539703546111,-0.138339345494824
"CASJ",3532,1,12638.3468882685,4.50929344757518,NA,NA,NA
"CASJ",3532,2,12632.1726677422,4.5194527644162,-0.0789679942564409,NA,NA
"CASJ",3532,3,12600.6519816826,4.54396283477127,NA,-0.225067819805038,NA
"CASJ",3532,4,12592.3999895055,4.55638303442551,-0.0889742014146291,-0.23200876791824,NA
"CASJ",3532,5,12593.1598003973,4.55472252156548,-0.0688925332585307,-0.221834701888754,-0.151748230005622
"CASP",5877,1,45373.5225005314,4.80812902104614,NA,NA,NA
"CASP",5877,2,45374.6846213556,4.80942033896436,-0.0209669084183896,NA,NA
"CASP",5877,3,45368.7671223564,4.79866523236916,NA,0.0343812767528223,NA
"CASP",5877,4,45370.1697628101,4.79988999361794,-0.0175973851394623,0.0338650924623513,NA
"CASP",5877,5,45371.9670073408,4.79957987946324,-0.0124349860222561,0.0353161418708283,-0.0301310739312854
"CATH",650,1,1395.87099560558,4.68963176860894,NA,NA,NA
"CATH",650,2,1364.40052419632,4.63174404301816,0.762799837774464,NA,NA
"CATH",650,3,1397.25318694225,4.70029727643443,NA,-0.146112419636238,NA
"CATH",650,4,1366.12740569367,4.63920566920206,0.760183820491088,-0.0986953530104216,NA
"CATH",650,5,1358.06377939806,4.62564378826541,0.992275651545907,0.0873963843299287,-1.67595322781871
"CAVI",14633,1,34562.7951674563,4.29236705686254,NA,NA,NA
"CAVI",14633,2,34421.2374102908,4.32970959995917,-0.139592955793336,NA,NA
"CAVI",14633,3,34541.3033522432,4.25459153566026,NA,0.0631518801633911,NA
"CAVI",14633,4,34399.7577540202,4.29141268701352,-0.139353305194116,0.0637921399335148,NA
"CAVI",14633,5,34397.1908551971,4.299325835968,-0.182752886199892,0.0506327555576408,0.0731286887337027
"CAWA",5879,1,13896.5327893402,4.06156207120577,NA,NA,NA
"CAWA",5879,2,13853.9031377701,4.07798548374836,-0.150072552046484,NA,NA
"CAWA",5879,3,11949.7664217569,4.54170418411466,NA,-0.759764383269594,NA
"CAWA",5879,4,11920.167620013,4.56090279654586,-0.12553551359646,-0.76401939904854,NA
"CAWA",5879,5,11921.2186754407,4.5647691610708,-0.178452309794372,-0.76910178989239,0.0741922447979401
"CBCH",10753,1,28843.8992320059,3.6557130729832,NA,NA,NA
"CBCH",10753,2,28842.4042234813,3.65988646998691,-0.0204095316857535,NA,NA
"CBCH",10753,3,28637.7723254438,3.75075869797449,NA,-0.161990772354402,NA
"CBCH",10753,4,28626.5498674767,3.76238687780553,-0.0407063770780376,-0.167588192208188,NA
"CBCH",10753,5,28608.2142056121,3.77429224458489,-0.122927388279507,-0.186456128524712,0.16157536213898
"CBTH",551,1,3280.70083932516,4.551837581074,NA,NA,NA
"CBTH",551,2,3276.94912344228,4.54322619689899,0.314928469323481,NA,NA
"CBTH",551,3,3254.82204616432,4.50306491794006,NA,0.352473133261379,NA
"CBTH",551,4,3252.01539411985,4.49594820966021,0.29074529606106,0.346001466847671,NA
"CBTH",551,5,3253.95691696306,4.49626676182608,0.270677021988244,0.343204585365599,0.12251386895044
"CCLO",2075,1,19222.0198128351,4.55538027948134,NA,NA,NA
"CCLO",2075,2,19223.8791305653,4.55617020977759,-0.0126927428913733,NA,NA
"CCLO",2075,3,19224.0177318379,4.55503305810124,NA,0.000775768103655599,NA
"CCLO",2075,4,19225.8761712096,4.55573654502404,-0.0124726872535053,0.000996066263740523,NA
"CCLO",2075,5,19226.3611761469,4.55775195837118,-0.0500085997369155,-0.0045627174143066,0.0988592077978116
"CCSP",6212,1,26749.2804663042,4.49020057167606,NA,NA,NA
"CCSP",6212,2,26667.1166392298,4.45878291944497,0.130406179747178,NA,NA
"CCSP",6212,3,25412.7528212692,4.63671812588328,NA,-0.533813986518722,NA
"CCSP",6212,4,25414.1906269969,4.63311772386088,0.0112886616204985,-0.530908890707092,NA
