"BCR1","BCR2","BCR3","BCR4","BCR5","BCR6","BCR7","BCR8","BCR9","BCR10","BCR11","BCR12","BCR13","BCR14","BCR15","BCR16","BCR17","BCR18","BCR19","BCR20","BCR21","BCR22","BCR23","BCR24","BCR25","BCR26","BCR27","BCR28","BCR29","BCR30","BCR31","BCR32","BCR33","BCR34","BCR35","BCR36","BCR37","BCR38","BCR39","BCR40","Species","model"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BADO",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BADO",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BADO",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAEA",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAEA",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAEA",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAIS",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAIS",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAIS",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BANS",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BANS",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BANS",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAOR",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAOR",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAOR",15
NA,NA,NA,NA,0,NA,NA,NA,-0.0406377208894324,-0.0256743608477663,-0.0141197589611835,0.0108914458025957,NA,NA,NA,0.101399621494695,0.0129510202876754,0.0233996940870601,-0.348837217086727,NA,NA,-0.083022529643544,-0.0124510071829427,NA,-0.0164873582639529,0.0476304318461207,0.0923393058260378,-0.0213375711106794,NA,NA,NA,NA,NA,0.0522595314895958,NA,NA,NA,NA,NA,NA,"BARS",11
NA,NA,NA,NA,0,NA,NA,NA,-0.00984175391481888,0.00712755951407974,-0.00673536903642182,-0.0540232790210283,NA,NA,NA,-0.0404057117000822,-0.00454454855713248,-0.0503849773919095,-0.0448169429571768,NA,NA,-0.057638614955719,0.0269786663987269,NA,0.0285185869995625,0.0654002803881588,0.0366690718502195,0.0239129647351293,NA,NA,NA,NA,NA,-0.0424080282910666,NA,NA,NA,NA,NA,NA,"BARS",14
NA,NA,NA,NA,0,NA,NA,NA,-0.026281439953622,-0.00696255055177208,-0.016551310548477,-0.0202899184923699,NA,NA,NA,0.207896104463428,0.0483048427426716,0.0838706253185033,-0.331794296059488,NA,NA,0.010505162296029,0.014729203724893,NA,0.0076191053631929,0.0534694388691183,0.0908929249289626,0.0195173512214291,NA,NA,NA,NA,NA,-0.0206957381355065,NA,NA,NA,NA,NA,NA,"BARS",15
NA,NA,NA,NA,NA,0,NA,-0.251506223290085,NA,NA,-0.0445423350596379,-0.0748555503926581,-0.0424250379222522,-0.021547464284567,NA,NA,0.108555941004855,NA,NA,NA,-0.119493297722115,-0.0581013437590766,-0.0594614575119241,NA,0.170837793484382,NA,-0.0561729547570408,0.0242096413358225,-0.0288158422026276,0.0381430967817618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAWW",11
NA,NA,NA,NA,NA,0,NA,0.0387885167147429,NA,NA,-0.047161689567235,-0.0688163823725875,-0.0406953267933511,0.0544900212348719,NA,NA,-0.154429193542179,NA,NA,NA,-0.00314757994110022,-0.0542257612393452,-0.0670853894005093,NA,-0.268787466111759,NA,0.000599352481537217,0.0175682231005643,0.0229457787494438,0.0443386117582521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAWW",14
NA,NA,NA,NA,NA,0,NA,0.0510603757301777,NA,NA,-0.0230708243568165,-0.0607919209844872,-0.0230261246912496,-0.196600137375889,NA,NA,-0.125869972207684,NA,NA,NA,0.00910351891811085,-0.0360306663544629,-0.0517857403129768,NA,-0.259025931998333,NA,0.0135345514246068,0.0313959807409376,0.0329204098457434,0.0576894589618459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BAWW",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBCU",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBCU",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBCU",15
NA,NA,NA,0,-1.70723041259392,NA,NA,NA,-0.145904513354052,0.627122676365339,-0.30801474735218,NA,NA,NA,NA,-0.61049518822425,1.12706477919307,-0.588483427125625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBMA",11
NA,NA,NA,0,-1.76894802500059,NA,NA,NA,0.16225153656194,0.152644203823031,0.0594875169676398,NA,NA,NA,NA,-0.291810561849953,0.407410858567243,0.0525712600017606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBMA",14
NA,NA,NA,0,-1.49827751763929,NA,NA,NA,0.329069028179418,1.2270395757692,-0.24173337247908,NA,NA,NA,NA,-0.621833950174394,0.465054500765088,-0.582173343400639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBMA",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWA",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWA",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWA",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWO",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWO",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BBWO",15
NA,NA,NA,0,-0.156637502823066,-0.00619111632109755,NA,-0.0137007377327389,-0.091137444423618,0.0426369887219784,-0.0232571996691912,-0.0502238823442774,-0.036661085122279,-0.0549924731286713,NA,-0.0384426291152215,-0.0826941144033193,-0.0125516455560236,NA,NA,NA,-0.0421021110914502,-0.0754916956645994,0.45818939106834,NA,NA,NA,-0.0205689020805703,NA,-0.0677114346009231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCH",11
NA,NA,NA,0,-0.186416134353535,0.00338977265869168,NA,-0.156948477983082,-0.0076676650651214,-0.0747880254027622,0.123650043537783,-0.0678844785790107,0.00177295952655055,0.00254290120582797,NA,0.0071349302486085,0.059564819946322,0.00282439435366727,NA,NA,NA,-0.0517866266648046,-0.0586734667568752,0.0152928672875092,NA,NA,NA,-0.0343882885642007,NA,-0.00399745166930873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCH",14
NA,NA,NA,0,-0.167799841375958,0.00720920246554793,NA,-0.153000822594532,-0.00759220353915957,-0.0758410557463818,0.00201723779185768,-0.0675503855321841,0.00362635716113595,0.00393474339174539,NA,0.00825642559281425,0.0630515089768857,0.0059473352745925,NA,NA,NA,-0.0533435773331646,-0.0622320583855053,-0.00990963484274847,NA,NA,NA,-0.0356075841978458,NA,-0.00322756275092525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BCCH",15
