"BCR1","BCR2","BCR3","BCR4","BCR5","BCR6","BCR7","BCR8","BCR9","BCR10","BCR11","BCR12","BCR13","BCR14","BCR15","BCR16","BCR17","BCR18","BCR19","BCR20","BCR21","BCR22","BCR23","BCR24","BCR25","BCR26","BCR27","BCR28","BCR29","BCR30","BCR31","BCR32","BCR33","BCR34","BCR35","BCR36","BCR37","BCR38","BCR39","BCR40","Species","model"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0978902126432028,0.0478614966050399,-0.13945598713911,0.235882045364512,-0.030636108474777,0.376441438483724,NA,-0.413853132453472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.156852870136806,0.368422353417957,-0.0993572901330498,0.0195614459920929,0.0241467949802476,0.120262178149506,NA,0.008438919673589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.918668995619635,0.495160813826509,0.0448777453408968,-0.0977826672485439,0.197517760514275,0.804531431644097,NA,-0.867913921309627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.189830786910912,0.327878597370772,0.562012142369263,-0.158849118299327,0.0234806677116203,0.267544267772624,NA,1.27463080533987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",13
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.114888173487214,0.253724191294136,0.144069068478544,0.0139180525767519,-0.0854036451802966,0.103787391937324,NA,-0.0473053109387883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.0363434266829324,0.106095466801505,-0.0173368683354197,0.0909646904629887,0.0614591081040119,0.152166118996969,NA,0.024440229590614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ACFL",15
NA,NA,NA,NA,0,NA,NA,NA,0.247097864461483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33504151476583,NA,0.329056893662816,NA,NA,NA,NA,NA,NA,"ACWO",10
NA,NA,NA,NA,0,NA,NA,NA,-0.792789055157963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72425355201081,NA,0.542172351580506,NA,NA,NA,NA,NA,NA,"ACWO",11
NA,NA,NA,NA,0,NA,NA,NA,-1.45474707735572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6533603426281,NA,-0.796711759951109,NA,NA,NA,NA,NA,NA,"ACWO",12
NA,NA,NA,NA,0,NA,NA,NA,-1.99736890495502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55698131331696,NA,-1.88009845355069,NA,NA,NA,NA,NA,NA,"ACWO",13
NA,NA,NA,NA,0,NA,NA,NA,-2.53789314599564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17104163122422,NA,-0.299192005441886,NA,NA,NA,NA,NA,NA,"ACWO",14
NA,NA,NA,NA,0,NA,NA,NA,0.868930880185294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03014629120173,NA,0.130957307650673,NA,NA,NA,NA,NA,NA,"ACWO",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",13
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALFL",15
NA,NA,NA,NA,0,-0.012392549762251,NA,-0.0168092476929899,-0.018523662603189,-0.0378702515841173,-0.00587956133324739,-0.0300432698626035,-0.0317682657990449,-0.0194677972800732,NA,-0.00919763491699099,-0.00542460887168779,-0.0102333030545447,-0.0342273381987069,NA,-0.0149348275402427,-0.0170571162728891,-0.0177303176121118,-0.0452685198574721,0.14761255600299,-0.1577248907655,0.381669381661346,-0.00802640738731611,NA,-0.0155970054848994,0.181145064734948,NA,NA,-0.0140668898068787,NA,NA,NA,NA,NA,NA,"AMCR",10
NA,NA,NA,NA,0,0.00967499965556095,NA,-0.00469015827386499,0.0191643866182955,-0.00375550400161082,-0.0141564221583827,-0.0364685033257078,-0.00537421134268707,0.0122315439213377,NA,0.0651908683439045,0.0134855261616847,-0.00452843972462957,-0.00266701022839919,NA,0.011456744215974,-0.0173759917048316,-0.0126199974140135,0.0170616392423644,0.00961860835641155,0.0306507906048012,0.0563767170864208,-0.0016317642567557,NA,-0.00323387230330511,-0.00320711797055972,NA,NA,0.0136984741718459,NA,NA,NA,NA,NA,NA,"AMCR",11
NA,NA,NA,NA,0,0.00791966995352706,NA,0.00890866200802698,0.168516276081313,0.0503945473046389,-0.017042954688965,-0.0586981813265913,-0.0153891234684585,-0.00910071982836953,NA,-0.12671479241896,0.0183680284676235,0.0346901584273318,-0.0172420190511903,NA,0.00547925153232244,-0.0343411157618611,-0.0198366883375055,-0.0142937667010657,-0.053553445720749,-0.0187769830051778,0.126575484838765,-0.13991055633097,NA,0.0332214656584509,0.21580561430203,NA,NA,0.0054370436345427,NA,NA,NA,NA,NA,NA,"AMCR",12
NA,NA,NA,NA,0,0.011441614920981,NA,-0.0319462922920468,0.0105815264066966,-0.0346831836373458,-0.0256600271861573,-0.0538831111237158,-0.0226227139879956,0.147320185317944,NA,0.0166204214309253,-0.0316274656394318,-0.031404051735976,-0.0155747861435922,NA,0.010384786903212,-0.0325163462909904,-0.0151375607559455,0.0159325679365474,-0.0127455533743165,-0.0980267791831042,0.139605658613083,0.0328250590128959,NA,-0.0316593099519908,-0.13686195732541,NA,NA,0.0105356591719024,NA,NA,NA,NA,NA,NA,"AMCR",13
NA,NA,NA,NA,0,0.0127653463178331,NA,-0.00524077704426587,0.0223754543499391,-0.00380868268705557,-0.0145520395476951,-0.0357860003475572,-0.00458637373119955,0.0157548509859593,NA,0.0279530648917902,0.0152915684453011,-0.00499495831074024,-0.00243228778882188,NA,0.0150365489813371,-0.0162959028413733,-0.0135351497015923,0.0192555576999226,0.0101117077275353,0.0297289842297833,0.0530478961679616,-0.0015559466590423,NA,-0.00571266537935157,-0.00320267752837556,NA,NA,0.0148941787560897,NA,NA,NA,NA,NA,NA,"AMCR",14
NA,NA,NA,NA,0,0.0139628687219842,NA,-0.0054472458296536,0.0222848062071314,-0.0027050355824286,-0.013899225787774,-0.0365746573867776,-0.00465025576860031,0.0151086585599625,NA,0.027715795987488,0.0171388480624645,-0.00456365361066776,-0.0023344262316177,NA,0.0136664096918863,-0.0170858548680179,-0.013074784258042,0.0191243989136205,0.00983357269450599,0.0700376311179006,0.0516171939605627,-0.00165921139529874,NA,-0.00590708131470757,-0.00323443147712042,NA,NA,0.016213197439658,NA,NA,NA,NA,NA,NA,"AMCR",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",13
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMDI",15
NA,NA,NA,NA,0,NA,NA,NA,0.213741787251474,-0.692538632079445,-0.0613147349987358,-0.0413155202934193,0.0884274267079151,NA,NA,-0.349749061536893,0.173712104152111,0.00344242513359387,0.117716899384208,NA,NA,-0.0388963285661613,-0.0275140706668557,0.284146990145537,NA,NA,NA,-0.0539719603383859,0.0770060257794888,-0.0699768180585395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",10
NA,NA,NA,NA,0,NA,NA,NA,0.139013650606084,0.0293183877831468,-0.15868726203586,-0.0443022756284284,0.0439033581922177,NA,NA,-0.0979699265977082,0.231613649112903,0.0652898130877269,0.0693309531150262,NA,NA,0.0387972126430551,-0.0117558876363644,0.500172370775154,NA,NA,NA,-0.121558386666061,-0.0203675397077784,-0.106066089429553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",11
NA,NA,NA,NA,0,NA,NA,NA,0.260283435573028,-0.522327683933461,-0.219699717027579,0.0586365789484307,0.0734218061851182,NA,NA,-0.0208922107659916,0.201335509082135,0.0587887647307572,0.270063380481581,NA,NA,-0.0619477801337104,0.00541183032296809,0.223296937120784,NA,NA,NA,-0.141120936349482,0.0473929410369718,-0.170482642659274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",12
NA,NA,NA,NA,0,NA,NA,NA,0.0681911950819084,-0.641580674866204,-0.333235239399344,-0.0428170843953425,0.0940027638861067,NA,NA,-0.0880034764084927,0.141838696175218,-0.201063671819228,0.144128414259554,NA,NA,-0.0782989271627849,-0.037876205154891,0.87544281339818,NA,NA,NA,-0.0632541467540984,-0.00624883151946986,-0.131740256001524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",13
NA,NA,NA,NA,0,NA,NA,NA,-0.0241643163162166,0.0197087634262007,-0.131986211218365,-0.0409107954020956,0.0409131657628382,NA,NA,-0.105055206142664,0.182048672314933,0.0611301396412099,0.0764500275163179,NA,NA,0.0378856097386586,-0.00977879907635871,0.486970564495996,NA,NA,NA,-0.124852973707261,-0.0575912168116287,-0.110113642061814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",14
NA,NA,NA,NA,0,NA,NA,NA,-0.00131657310495614,0.0217702101083506,-0.12527609657504,-0.0222101358163244,0.0359266444917945,NA,NA,-0.0870750147060852,0.120224511316993,0.0549546544555424,0.0478976567115925,NA,NA,0.0521507151208578,-0.00385980869200654,0.485315287942094,NA,NA,NA,0.0490742187060802,-0.0516545005873504,-0.0851946763473493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMGO",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",13
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",14
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMKE",15
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMPI",10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMPI",11
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMPI",12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AMPI",13
