"V1","V2","V3","V4","V5"
506.748195230873,34.4505967803169,-346.148822184145,-2463.58280829109,2964.90227774177
34.45059678034,152.570525497231,-709.901464638561,-192.998744958649,234.700987518465
-346.148822184262,-709.901464638554,3680.70963856887,1767.20804211147,-2128.80658906618
-2463.58280829109,-192.998744958536,1767.2080421109,12051.8932439738,-14573.2583779411
2964.90227774178,234.700987518328,-2128.8065890655,-14573.2583779411,17691.4161575924
